,penalty_kick_id,tournament_name,match_name,team_name,home_team,away_team,player_id,converted
361,PK-362,2022 FIFA Men's World Cup,Japan vs Croatia,Croatia,0,1,P-31643,0
362,PK-363,2022 FIFA Men's World Cup,Japan vs Croatia,Croatia,0,1,P-89948,1
363,PK-364,2022 FIFA Men's World Cup,Morocco vs Spain,Morocco,1,0,P-05265,1
364,PK-365,2022 FIFA Men's World Cup,Morocco vs Spain,Morocco,1,0,P-70715,1
365,PK-366,2022 FIFA Men's World Cup,Morocco vs Spain,Morocco,1,0,P-00597,0
366,PK-367,2022 FIFA Men's World Cup,Morocco vs Spain,Morocco,1,0,P-45288,1
367,PK-368,2022 FIFA Men's World Cup,Morocco vs Spain,Spain,0,1,P-81427,0
368,PK-369,2022 FIFA Men's World Cup,Morocco vs Spain,Spain,0,1,P-30405,0
369,PK-370,2022 FIFA Men's World Cup,Morocco vs Spain,Spain,0,1,P-28010,0
370,PK-371,2022 FIFA Men's World Cup,Croatia vs Brazil,Croatia,1,0,P-22160,1
371,PK-372,2022 FIFA Men's World Cup,Croatia vs Brazil,Croatia,1,0,P-64353,1
372,PK-373,2022 FIFA Men's World Cup,Croatia vs Brazil,Croatia,1,0,P-29491,1
373,PK-374,2022 FIFA Men's World Cup,Croatia vs Brazil,Croatia,1,0,P-26942,1
374,PK-375,2022 FIFA Men's World Cup,Croatia vs Brazil,Brazil,0,1,P-06446,0
375,PK-376,2022 FIFA Men's World Cup,Croatia vs Brazil,Brazil,0,1,P-02305,1
376,PK-377,2022 FIFA Men's World Cup,Croatia vs Brazil,Brazil,0,1,P-15197,1
377,PK-378,2022 FIFA Men's World Cup,Croatia vs Brazil,Brazil,0,1,P-76060,0
378,PK-379,2022 FIFA Men's World Cup,Netherlands vs Argentina,Netherlands,1,0,P-56029,0
379,PK-380,2022 FIFA Men's World Cup,Netherlands vs Argentina,Netherlands,1,0,P-10326,0
380,PK-381,2022 FIFA Men's World Cup,Netherlands vs Argentina,Netherlands,1,0,P-35705,1
381,PK-382,2022 FIFA Men's World Cup,Netherlands vs Argentina,Netherlands,1,0,P-95036,1
382,PK-383,2022 FIFA Men's World Cup,Netherlands vs Argentina,Netherlands,1,0,P-64551,1
383,PK-384,2022 FIFA Men's World Cup,Netherlands vs Argentina,Argentina,0,1,P-14758,1
384,PK-385,2022 FIFA Men's World Cup,Netherlands vs Argentina,Argentina,0,1,P-27582,1
385,PK-386,2022 FIFA Men's World Cup,Netherlands vs Argentina,Argentina,0,1,P-91431,1
386,PK-387,2022 FIFA Men's World Cup,Netherlands vs Argentina,Argentina,0,1,P-10739,0
387,PK-388,2022 FIFA Men's World Cup,Netherlands vs Argentina,Argentina,0,1,P-81505,1
388,PK-389,2022 FIFA Men's World Cup,Argentina vs France,Argentina,1,0,P-14758,1
389,PK-390,2022 FIFA Men's World Cup,Argentina vs France,Argentina,1,0,P-28151,1
390,PK-391,2022 FIFA Men's World Cup,Argentina vs France,Argentina,1,0,P-27582,1
391,PK-392,2022 FIFA Men's World Cup,Argentina vs France,Argentina,1,0,P-91431,1
392,PK-393,2022 FIFA Men's World Cup,Argentina vs France,France,0,1,P-64077,1
393,PK-394,2022 FIFA Men's World Cup,Argentina vs France,France,0,1,P-06614,0
394,PK-395,2022 FIFA Men's World Cup,Argentina vs France,France,0,1,P-54517,0
395,PK-396,2022 FIFA Men's World Cup,Argentina vs France,France,0,1,P-92987,1
